
qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_You_learn_your_new_f|여러분은 새로운 믿음을 빨리 배우고 칠신교의 신앙의 신성한 원문인 칠각성을 읽도록 배우게 됩니다. 일주일 후에, 당신은 새로운 종교에 가담한다. (당신은 그 셉트리에 일주일을 머물러야합니다. 아직도 종교를 개종하고 싶습니까?)
qstr_Yes.|네.
qstr_No.|아니요.
qstr_Back_to_Siege|공성중인 지역으로 돌아갑니다.
qstr_Your_Siege_Camp|당신의 공성 야영지
qstr_You_are_besieging_th|당신은 적을 포위 중입니다.^이제 당신은 야영지의 자원을 관리할 수 있습니다.
qstr_Send_Foragers:|약탈자를 보낸다:
qstr_^Send_men_to_forage_|^약탈자를 보냅니다. 약탈자들은 반나절마다 약간의 음식을 가지고 돌아올 것입니다.
qstr_Forty_men_are_needed|40명의 병사가 필요합니다.
qstr_Fortify_Camp:|야영지 요새화:
qstr_^Fortify_your_camp_w|^야영지를 요새화합니다. 요새화에는 200실버를 지불해야 합니다. 그것을 지불하지 못할 경우 당신은 곤경에 처할 수도 있습니다.
qstr_Sixty_men_are_needed|60명의 병사가 필요합니다.
qstr_Troop_Tree|병종 관계도
qstr_Recruit_Prisoners|포로를 고용한다
qstr_Visit_Camp|야영지를 방문한다
qstr_No_one_is_interested|아무도 관심이 없습니다.
qstr_Resume_Travelling|여행 재개
qstr_Your_Sea_Camp|당신의 해상 야영지
qstr_The_ship_is_at_the_m|해상에서의 휴식은 바람에 의해 많은 영향을 받습니다.^이제 야영지의 자원을 관리 할 수 있습니다.
qstr_Calm^^The_sails_like|잔잔함^^돛과 바다 모두 편평합니다.
qstr_Light_breeze^^On_the|약한 산들바람^^잔잔한 파도가 치는 것을 느낄 수 있습니다.^돛이 조금 부풀어 있습니다.
qstr_Moderate_breeze^^Sma|중간정도의 산들바람^^작은 파도가 치고 있습니다.^돛이 부풀어 있습니다.
qstr_Strong_breeze^^Moder|강한 산들바람^^큰 파도가 일렁이기 시작합니다^돛이 꽉 부풀었으며 조금 뒤면 접어야 할 것 같습니다.
qstr_High_wind^^There_are|세찬 바람^^큰 파도가 많이 칩니다. 돛은 접혀있습니다.^선체에 손상 가능성이 생겼습니다.
qstr_Gale^^The_sea_is_vio|강풍^^바다가 험악해졌습니다. 돛을 완전히 접혀있습니다.^높은 선체 손상 위험이 있습니다.
qstr_Storm^^The_waves_tos|태풍^^파도가 선박을 덮쳐 전복 위험이 있습니다.
qstr_Number_of_sailors:|선원 수:
qstr_Speed_from_sailors:|선원들에 의한 속도:
qstr_{reg6}%|{reg6}%
qstr_Fleet|선단
qstr_Second_Outfit|두번째 외형
qstr_Read_Book|책을 읽는다
qstr_Retire|은퇴한다
qstr_Options|설정
qstr_Check_Location|현 위치 확인
qstr_You_cannot_read._You|당신은 글을 모릅니다. 글은 시타델에서 배울 수 있을 것입니다.
qstr_Accept|수락
qstr_Dismiss_Staff|참모를 해고합니다
qstr_Recruit_staff_for_yo|은신처의 업무를 보조할 사람들을 고용:
qstr_^Hiring_staff_has_bo|^보조인을 고용하면 처음에 그들을 고용할 비용과 유지 비용이 듭니다. 좋은 평판과 인상적인 은신처는 다양한 지원자들을 불러들일 것입니다.
qstr_Description:|설명:
qstr_Captain:|선장:
qstr_Religious_Figure:|종교계 인물:
qstr_Bard:|음유시인:
qstr_Bottler:|선술집 주인:
qstr_Whore:|매춘부:
qstr_Master_at_Arms:|훈련 교관:
qstr_Smith:|무기 장인:
qstr_Armourer:|방어구 장인:
qstr_Maester:|마에스터:
qstr_Cook:|요리사:
qstr_Captain_Yoren|요렌 선장
qstr_Dismiss/No_Captain|해고/선장 없음
qstr_Septon|셉톤
qstr_Old_Gods_Priest|'옛 신' 사제
qstr_Red_Priest|'를로르' 붉은 사제
qstr_Drowned_Priest|'익사한 신' 사제
qstr_Dismiss/No_Priest|해고/사제 없음
qstr_No_bard_wants_to_ser|어떠한 음유시인도 당신을 섬기고 싶어 하지 않습니다.
qstr_Bard|음유시인
qstr_Dismiss/No_Bard|해고/음유시인 없음
qstr_Alfred|알프레드
qstr_Dismiss/No_Bottler|해고/선술집 주인 없음
qstr_No_whore_s_are_avail|고용 가능한 매춘부가 없습니다.
qstr_Marei|마레이
qstr_Genna|제나
qstr_Kayla|카일라
qstr_Rosa|로사
qstr_Dismiss/No_Whore|해고/매춘부 없음
qstr_Master_at_Arms|훈련 교관
qstr_Dismiss/No_Master_at|해고/훈련 교관 없음
qstr_Gunthred|건트레드
qstr_Dismiss/No_Smith|해고/무기 장인 없음
qstr_Gregor|그레고르
qstr_Dismiss/No_Armourer|해고/방어구 장인 없음
qstr_No_maesters_are_avai|고용 가능한 마에스터가 없습니다.
qstr_Jaqen|자켄
qstr_Daario|다리오
qstr_Melwyn|멜윈
qstr_Janos|자노스
qstr_Dismiss/No_Maester|해고/마에스터 없음
qstr_Alliser|앨리저
qstr_Dismiss/No_Cook|해고/요리사 없음
qstr_{s10}|{s10}
qstr_You_do_not_have_enou|이만큼의 참모를 고용할 돈이 없습니다. 고용인원을 줄이십시오!
qstr_More|더
qstr_Campaign_Type|캠페인 종류
qstr_STORYLINE_CAMPAIGN|스토리 라인 캠페인
qstr_SANDBOX_CAMPAIGN|샌드박스 캠페인
qstr_Difficulty_Type|난이도 종류
qstr_Impossible|어려움
qstr_Full_Realism|현실적인
qstr_These_options_can_be|이 설정들은 게임 중 야영지 메뉴에서 바꿀 수 있습니다.
qstr_Reduced_to_1/4__Easi|1/4까지 감소 (가장 쉬움)
qstr_Reduced_to_1/2__Easy|1/2까지 감소 (쉬움)
qstr_Reduced_to_1/2__Easi|1/2까지 감소 (가장 쉬움)
qstr_Reduced_to_3/4__Easy|3/4까지 감소 (쉬움)
qstr_Slowest|가장 느림
qstr_Slower|느림
qstr_Faster|빠름
qstr_Fastest|가장 빠름
qstr_Warning:_The__{s1}__|경고: '{s3}'을 선택하시면 '{s1}'와 '{s2}' 설정을 더 이상 불활성화 시킬 수 없게 됩니다.
qstr_Choose_a_difficulty_|난이도 종류를 선택하십시오!
qstr_Stamina_is_calculate|체력과 운동 능력, 전투 중 받은 저항에 의해 기력이 결정됩니다. 인물들의 기력이 바닥났을 때에는 더 이상 뛸 수 없게 되고 무기 공격력이 절반 가까이 떨어집니다.^^{s8}
qstr_Your_skill_points_wi|당신이 무거운 갑옷을 장착할 때 능력치 수치가 떨어집니다. 단순히 중갑옷을 입던 기존의 방식에 변화를 주고, 경갑옷을 입은 병종들의 특징을 부각시켜줍니다. 다른 장비들은 능력치에 보너스 작용을 나타내기도 합니다.^^{s8}
qstr_Your_army_needs_regu|당신의 군대는 주기적으로 정착지에서 휴식을 취해야 합니다. 야영지나 당신의 은신처도 휴식 기능을 줄 수 있습니다. 휴식이 부족하면 부대의 사기가 낮아지며, 휴식을 취하면 다시 올라가게 됩니다.
qstr_Your_enemies_will_ca|당신의 공격력은 절반으로 떨어지는 반면, 적들의 공격력은 두 배로 증가할 것입니다.
qstr_Add_decapitation_to_|전투에 참수 모션과 머리가 잘리는 효과를 추가합니다.
qstr_Disable_the_3D_view_|이 기능은 마을과 요새, 도시 등에서 나오는 3D 조경을 비활성화하고, 네이티브나 다른 모드처럼 2D 메뉴로만 메뉴를 출력하도록 대체합니다.
qstr_Attack_while_holding|방패를 막는 도중 공격 (기본값: 오른쪽 마우스 버튼 누르는 도중, 왼쪽 마우스 버튼 클릭). 방패 가격을 실패할 경우 약간의 딜레이가 있습니다.^^인공지능 또한 이 기능을 전투 중 사용할 것입니다.
qstr_The_divisions_of_the|플레이어의 분대들이 방패 벽, 쐐기 대형, 사격형 대형을 사용하지 못하게 합니다. 더 나아가, 이러한 설정들이 들어있는 F4 메뉴가 더는 나타나지 않게 합니다.^^플레이어가 밀집 대형의 명령을 내리기 전까지는 기본 대형인 횡대 대형을 계속해서 유지하게 됩니다.
qstr_When_multiple_divisi|When multiple divisions are placed, they will set up to face the centre of the enemy forces. Without this option, they will set up along the facing that the player has when he/she places them, although individual divisions will still turn to face the enemy.^^For example, with the option OFF and the player facing AWAY from the attacker, infantry will set up on the RIGHT flank rather than the LEFT.
qstr_The_army_opposing_th|플레이어 적들이 맵 끝에서 대형을 유지한 채 방어적인 태세를 취하지 않게 합니다. 적들은 플레이어 또는 플레이어의 동맹군을 향해 항상 돌격하게 됩니다.
qstr_Turning_this_on_allo|이 기능을 켜면 병사에게 요금을 청구 할 때 캐릭터가 함성 애니메이션을 수행 할 수 있습니다.
qstr_Set_how_much_damage_|캐릭터가 입는 타격을 설정합니다.
qstr_Set_how_much_damage_i|플레이어의 군대가 입는 타격을 설정합니다.
qstr_Set_how_well_troops_|병사들이 얼마나 잘 싸우는지 설정합니다. 병사들은 초보 난이도에서 가장 단순하게 싸웁니다.
qstr_Campaign_AI_affects_|군사 작전 인공지능 설정은 게임 내에 많은 부분에서 영향을 미칩니다. 예:^- 도적들의 부대 크기^- 전투에서 잃는 명성 양^- 영주를 모집할 가능성^- 세금^- 영주들이 지원군을 얻는 방법^- 영주들이 플레이어의 제안에 반응하는 정도
qstr_Set_the_running_spee|병사들이 전투에서 달리는 속도를 설정합니다.^^{s8}
qstr_{s2}_{reg0}|{s2} {reg0}
qstr_Wounded_troops_take_|상처 입은 병사들이 출혈로 인한 지속적인 데미지를 입습니다.^^{s8}
qstr_The_player_will_have|플레이어는 특정 위치에 보디가드가 있습니다 ^^ {s8}
qstr_You_can_turn_off_the|화이트 워커 군대를 막을 수 있습니다. 경고 : 화이트 워커 및 와이트는 특정 무기로만 사망 할 수 있습니다. 초보자나 겁쟁이는 이 기능을 꺼야합니다.
qstr_Sets_the_player_as_c|플레이어를 선택한 분대의 지휘관으로 설정합니다. 설정된 분대는 즉시 플레이어의 뒤로 와서 정지한 후 플레이어의 명령을 따르게 됩니다. (쐐기 대형에서는 가장 뾰쪽한 끝 부분에 플레이어가 서게 됩니다). 플레이어를 호위하는 분대로 생각하면 됩니다.
qstr_Your_player_has_the_|플레이어는 전투에서 뒤로 떨어질 가능성이 있습니다. 이것은 뒤로 걷는 것으로 것을 극복 할 수있는 현실적인 방법을 가능하게합니다.^^{s8}
qstr_{s3}^^{s4}|{s3}^^{s4}
qstr_Your_Kingdom|당신의 왕국
qstr_Name_^{playername}|이름 ^{playername}
qstr_Renown:|명성:
qstr_Reputation:|평판:
qstr_Right_to_Rule:|정통성:
qstr_Money:|돈:
qstr_Religion:|종교:
qstr_Atheist|무신론자
qstr_Old_Gods_of_the_Fore|'옛 신' 신앙
qstr_R_hllor|'를로르' 신앙
qstr_The_Faith_of_the_Sev|'칠각성' 신앙
qstr_The_Drowned_God|'익사한 신' 신앙
qstr_Can_read:|식자 여부:
qstr_Reading:|읽고 있는 책:
qstr_No_books.|읽고 있는 책이 없다
qstr_Trait:|특성:
qstr_Natural_Leader__Pres|타고난 지도자 (전투 중 키 U)
qstr_Warrior__Press_Key_B|전사(전투 중 키 B)
qstr_Scars:|흉터:
qstr_Wounds:|상처:
qstr_Enemies_Killed:|적군 사망자:
qstr_Enemies_Wounded:|적군 부상자:
qstr_Allies_Killed:|동맹군 사망자:
qstr_Allies_Wounded:|동맹군 부상자:
qstr_Story|이야기
qstr_Attributes/Skills|속성/기술
qstr_Wounds|상처
qstr_Quest|당신의 임무
qstr_Party|파티
qstr_Relations|관계
qstr_Budget|예산
qstr_Statistics|통계
qstr_Companions|동료
qstr_Factions|국가
qstr_Known_Lords|알고 있는 군주
qstr_Courtship|연애
qstr_Ships|선박
qstr_Level:_{reg4}_^Days_|레벨: {reg4} ^모험 일: {reg5}.
qstr_Settlements_Owned_by|당신에게 속한 영지: {reg0}
qstr_Hostile_Lords:_{reg0|적대적 군주: {reg0}
qstr_Inventory:_{reg0}_st|인벤토리: {reg0} 실버
qstr_You_need_to_be_the_r|왕국의 내정을 관리하려면, 우선 왕국의 지도자가 되어야 합니다.
qstr_^^^^Wounds_Informati|^^^^상처 정보:^^{s3}^^----------^^{s4}^^----------^^{s5}^^----------^^{s6}
qstr_Kingdom_Report|왕국 보고서
qstr_{reg59?Queen:King}:|{reg59?여왕:왕}:
qstr_{reg59?Queen:King}_s|{reg59?여왕:왕}의 도시:
qstr_{reg59?Queen:King}_s_|{reg59?여왕:왕}의 성:
qstr_{reg59?Queen:King}_s_V|{reg59?여왕:왕}의 마을:
qstr_Lords:|영주:
qstr_Caravans:|대상:
qstr_Kingdom_Towns:|왕국의 도시:
qstr_Kingdom_Castles:|왕국의 성:
qstr_Kingdom_Villages:|왕국의 마을:
qstr_Places_without_Lord:|영주가 없는 곳:
qstr_Prisoner_Lords:|포로로 잡힌 영주:
qstr_Minister:|장관:
qstr_Tax_Enforcement:|세금 집행:
qstr_No__tax_revenue_lowe|아니요 (세금 수익이 낮아짐)
qstr_{reg59?Queen:King}_s_A|{reg59?여왕:왕}의 부대 크기:
qstr_Royal_Decree|칙령
qstr_Summary|요약
qstr_Lords|영주
qstr_Diplomacy|외교
qstr_Armies|군대
qstr_Centers|영지
qstr_Rename|이름 바꾸기
qstr_Map_Colour|지도 색
qstr_Make_a_Royal_Decree:|칙령 반포:^^전령이 가신들에게 새 칙령을 전달하는 시간을 고려하여,^칙령이 적용되는데에는 몇 시간이 걸립니다.
qstr_Gather_Our_Forces|군대를 집결시킬 것을 명령합니다.
qstr_Defend_the_Kingdom|왕국을 지킬 것을 명령합니다.
qstr_Current_decree:_{s4}|현재 칙령: {s4}
qstr_You_order_the_lords_|왕국의 영주들이 자신의 영토를 지키는 군사까지 데려오게 명령합니다.
qstr_You_order_the_kingdo|왕국의 영주들이 수비에 집중하게 명령합니다.
qstr_You_cannot_do_this_n|현재 이 명령을 내릴 수 없습니다.
qstr_Choose_a_colour_for_|당신의 왕국의 색을 정하세요!
qstr_Green|초록
qstr_Blue|파랑
qstr_{reg11}_{reg12}_{reg|{reg11}, {reg12}, {reg13}
qstr_Your_Camp|당신의 야영지
qstr_You_stop_to_rest.^He|당신은 휴식을 위해 멈췄습니다.^그리고 당신은 야영지에 대한 몇 가지 선택을 할 수 있습니다.
qstr_Send_Scouts:|정찰병을 보낸다:
qstr_^Sending_scouts_ahea|^정찰병을 보내면 적군을 찾을 확률이 올라갑니다. 하지만 보내진 정찰병들은 위험에 노출될 수 있습니다.
qstr_Thirty_men_are_neede|30명의 병사가 필요합니다.
qstr_^Send_men_to_forage_a|^약탈자를 보냅니다. 약탈자들은 반나절마다 약간의 음식을 가지고 돌아올 것입니다.
qstr_^Fortify_your_camp_wi|^야영지를 요새화합니다. 요새화에는 200실버를 지불해야 합니다. 그것을 지불하지 못할 경우 당신은 곤경에 처할 수도 있습니다.
qstr_Your_Settlement|은신처를 짓는다
qstr_Wait_Here|여기에서 야영한다
qstr_Visit_your_Camp|야영지를 방문한다
qstr_You_cannot_build_you|주거지 근처에서는 은신처를 건설할 수 없습니다.
qstr_You_are_too_close_to|야영하기에는 주거지와 너무 가깝습니다
qstr_Your_army_morale_is_|당신의 부대는 사기가 낮습니다!
qstr_{reg1}_{reg2}|{reg1}, {reg2}
qstr_From_Troop:_|부대에서: 
qstr__Click_on_a_unit_for|(자세한 사항을 보려면 병종을 클릭)
qstr_fort|요새
qstr_Infiltration|잠입
qstr_A_good_way_to_hasten|{s2}을(를) 빠르게 함락시키는 방법은 병사 몇 명을 잠입시켜 방어 시설, 식량, 물 공급, 방어군의 사기에 손상을 주는 것입니다. 성공한다면 적에게 큰 피해를 가할 수 있지만 이는 매우 위험한 작전이고, 잠입시킨 병사들이 생환할 확률은 낮습니다. 작전 비용으로는 600실버가 소요될 것입니다. 어떠한 종류의 작전을 원하십니까?
qstr_Poison_the_{s2}_s_wa|{s2}의 우물에 독을 탄다.
qstr_Kill_the_{s2}_s_live|{s2}의 가축을 죽인다.
qstr_Burn_the_{s2}_s_food|{s2}_s_food|{s2}의 식량 창고를 불태운다.
qstr_Subvert_the_defender|수비수들을 감시하라.
qstr_A_group_of_chosen_me|선택한 병사들이 우물에 독을 타는 작전에 투입될 것입니다.
qstr_A_group_of_chosen_men|선택한 병사들이 가축을 죽이는 작전에 투입될 것입니다.
qstr_A_group_of_chosen_men_|선택한 병사들이 곡물 창고를 불태우는 작전에 투입될 것입니다.
qstr_A_group_of_chosen_men_w|선택한 병사들이 내부 분란을 일으키는 작전에 투입될 것입니다.
qstr_You_do_not_have_the_|작전을 펼치기 위한 600실버가 없습니다.
qstr_Port_of_{s1}|{s1} 항구
qstr_vSeason|vSeason
qstr__near_{s10}| {s10} 근처
qstr_Your_recruiter_who_w|{reg10}을 모집하여 {s13}을 모집한 신병 모집자들이 {s10}에 패했습니다!
qstr_Your_caravan_sending|{s12}을(를) {s13}(으)로 보내는 귀하의 대상이 {s10}에 패했습니다.
qstr_Your_messenger_on_th|{s13}로가는 길에 전령이 {s10}에 패했습니다!
qstr_Your_soldiers_patrol|{s13}에 순찰중인 병사가 {s10} 패배했습니다!
qstr_A_scout_trying_to_ga|{s13}에 대한 정보 수집을 시도하는 정찰병이 {s10}에 의해 죽었습니다!
qstr_{s1}_of_{s3}_was_def|{s3}의 {s1}은(는) 전투에서 패배했으나 탈출에 성공했습니다.
qstr_{s49}{s12}|{s49}{s12}
qstr_Trying_to_improve_yo|{s44}와의 관계를 개선하기 위해 노력했습니다.
qstr_Is_imprisoned_in_the|{s44}의 지하 감옥에 수감되어 있습니다.
qstr_{s54}_is_a_claimant_|{s54}은(는) {s56}의 왕위를 주장하고 있습니다.
qstr_nowhere|아무 곳도 없음
qstr_{s57}_and_{s58}|{s57}, {s58}
qstr_{reg3?She:He}|{reg3?그녀:그}
qstr_The_town_of_{s50}|{s50}의 마을
qstr_The_village_of_{s50}|{s50}은(는) {s52}에 인접한 곳에 위치하고 있습니다.
qstr_{s51}_belongs_to_{s1|{s51}은(는) {s2}의 {s1}에 의해 다스려지고 있습니다.^
qstr_{s7}_and_{s8}|{s7} and {s8}
qstr_{s2}It_has_no_villag|{s2}에 소속된 마을은 없습니다.^
qstr_{s2}{reg0?Its_villag|{s2}{reg0?소속된 마을들은:소속된 마을은} {s8}입니다.^
qstr_{s2}Its_prosperity_i|{s2}의 재정 상태: {s50}
qstr_{s9}_and_{s10}|{s9} 그리고 {s10}
qstr_{s7}_opened_the_gate|{s7} 성문을 엽니다.
qstr_{s7}_closed_the_gate|{s7} 성문을 닫습니다.
qstr_You_are_hurt_close_t|당신은 상처를 입었고, 죽음에 가까웠고, 약해지고 피가 흠뻑 젖었습니다. 빨리 치유해야합니다.
qstr_As_life_fades_you_re|삶이 점점 어두워지면서 당신은 전투의 격렬함에 부딪히고 죽기를 거부하는군요. 아드레날린을 복용하고 당신은 말합니다, 오늘은 아니라고.
qstr_You_re_so_tired_you_|당신은 너무 피곤해서 근육도 거의 움직일 수가 없어요.
qstr_You_heal.|당신은 치유되었습니다.
qstr_{s0}_|{s0} 
qstr_+{reg1}_to_party_mor|+ {reg1} - 부대 사기
qstr_Increases_party_mora|부대의 사기를 증가시키려면 리더십과 전술 기술을 향상시킵니다.
qstr_Musical_Instruments:|악기 : 사기 증가
qstr_Also_known_as_Dragon|드래곤 글라스는 화산 가스에서 만들어진다고 알려져 있다.
qstr_The_ancestral_sword_|전설에 의하면 여명기 시절 데인 가문의 시조가 하늘에서 떨어진 별을 따라 도른으로 가 별을 찾아내고 그 별을 제련해 검을 만들었다고 전해진다.
qstr_Valyrian_steel.^Exce|발리리아 강철검은 하나같이 어떠한 검보다도 날카롭고 강력하면서도 가볍기 까지한 보검이다.
qstr_A_Valyrian_Warhammer|한때 로버트 바라테온 왕이 소유한 발리리아의 워해머. ^이 무기는 결코 깨지지 않을 것입니다.
qstr_The_ancestral_Valyri|스타크 가문에 대대로 내려오는 양손대검. 전형적인 르네상스 시대의 트루 투핸더와 같은 모습을 하고 있으며, 대대로 스타크 가문의 가주가 물려받는 검이다.
qstr_The_ancestral_Valyria|모르몬트 가문에 대대로 내려오는 검. 다른 강철검들과는 다르게 바스타드 소드라고 한다.
