str_no_string|NO STRING!
str_retirement_text_4|당신이 모아놓은 돈은 오래가지 못했지만, {s7} 근처에 위치한 약간의 땅을 살 돈은 되었습니다. 그 곳에서 농부가 되었고, {reg59?남편:부인}을 만나 결혼도 하게 되었습니다. 마을 사람들은 당신을 그 지역의 영웅으로 받들어 존경하게 되었고, 축제 때마다 당신의 업적은 선술집들에서 계속 이야기되어 아이들은 영원히 당신의 이야기를 기억할 것입니다.
str_retirement_text_5|당신이 모아놓은 돈은 오래가지 못했지만, {s9}에 있는 작은 선술집을 사기에는 충분했습니다. 처음에 마을 사람들은 당신을 경계했지만 곧 당신을 받아들이게 되었습니다. 당신의 선술집은 연회장과 회담장으로 유명해지게 되었고, 당신의 모험에 대한 서사시가 유명해짐에 따라 사람들은 멀리에서도 식사와 잠자리를 위해 찾아오게 되었습니다.
str_retirement_text_6|당신은 모험하는 동안 현명하게 절약하였고, 당신의 돈과 지혜를 통해 미래를 탄탄하게 할 훌륭한 투자를 하게 되었습니다. {s9}에서 몇 개의 상점과 창고들을 사들인 뒤에, 당신의 통찰력 덕분에 당신은 마을에서 가장 뛰어난 상인이 되었고, 곧 전투에서의 업적만큼이나 무역 제국을 이끄는 부유한 {reg59?여자:남자}로 이름을 날리게 되었습니다.
str_retirement_text_7|비록 작지만 땅을 가지고 있는 귀족으로서 당신의 미래는 탄탄했습니다. {s7}에 정착하여, 마을과 땅들을 관리하고, 지역 재판에서 판결을 내리고, 당신의 군주에 대한 의무를 다하게 되었습니다. 종종 당신의 군주는 당신을 소집하여 작전에 참가할 것을 명령했지만, 그것은 잠깐이었고, 당신의 젊은 날과 같이 완전한 모험의 세계로 당신을 몰아가지는 않았습니다. 당신은 이미 당신의 운명을 결정지었습니다. 당신의 집과 땅들로 개인적인 부와 만족스럽진 못하지만 당신의 땅에서의 수입 등 원하는 몇 가지를 가질 수 있었습니다.
str_retirement_text_8|당신 자신이 스스로 훌륭한 일을 해냈다는 것에는 의심할 여지가 없었습니다. 당신의 값진 영지들과 여행에서 쌓은 부는 당신의 여생을 편히 살 수 있게 해 주었습니다. {s8}에서 귀족의 자리에서 은퇴한 뒤, 당신은 정치의 세계에 입문했고, 당신 군주의 왕국에서 적지 않은 힘을 가진 사람이 되었습니다. 당신 소유의 숲에서 사냥을 하고, 연회를 개최하고, 당신은 연회에서 수많은 전쟁 이야기들을 하며 바쁜 나날을 보냈고, 이후 몇 년간 당신은 세상의 관심사가 되었습니다.
str_retirement_text_9|당신의 능력과 충성에 대한 보답으로, 당신의 군주는 당신이 왕국에서 주요 귀족 사회로 들어갈 수 있는 세습되는 직위를 받을 것이라고 공표했습니다. 곧 당신은 {s7}의 남작으로 임명되었고, 당신 군주의 가까운 조언자이며 부관이 되었습니다. 당신의 명성은 정치적임 힘과 영향력을 가져다 주었습니다. 당신은 이제 권력을 위한 게임을 즐기고, 거대한 영지를 관리하며, 지난 날의 모험과 영광을 되새기며 시간을 보내고 있습니다.
str_retirement_text_10|비록 당신이 보잘 것 없이 시작했지만, 당신의 군주는 당신을 높이 평가하였고, 당신을 세습되는 직위인 {s9}의 {reg59?백작부인:백작}으로 임명했을 때, 왕국에는 충격의 물결이 스쳐 지나갔습니다. 광대한 영지와 재물은 이제 당신의 발 아래 놓였습니다. 당신은 빠르게 당신 군주의 가장 신임하는 조언자가 되었고, 거의 그와 동등하게 왕국을 운영하게 되었습니다, 그리고 웨스테로스와 에소스에서 가장 강력한 존재 중의 하나로 당신의 찬란한 성에서 왕좌에 앉게 되었습니다.
str_loot_village|순진한 주민들을 공격한 상황.
str_steal_from_villagers|가난한 주민들을 약탈한 상황.
str_rob_caravan|상단을 습격한 상황
str_sell_slavery|사람을 노예로 팔아넘기는 상황.
str_men_hungry|병사에게 제공할 식량이 고갈된 상황
str_men_unpaid|병사의 수당을 지불할 수 없는 상황.
str_excessive_casualties|전투에서 우리에게 많은 사상자가 일어난 상황.
str_surrender|적에게 항복한 상황.
str_flee_battle|전투에서 도망치는 상황.
str_pay_bandits|일반적인 도적들에게 돈을 지불함
str_fail_quest|수락한 임무를 실패한 상황.
str_trechery|휴전 상대를 공격
str_missed_duel_npc|결투에 불참
str_squander_money|맡은 돈을 뗴어먹은 상황.
str_murder_merchant|의뢰를 받아 청부살인한 상황.
str_round_up_serfs|귀족을 위해 농노들을 붙잡아 넘긴 상황.
str_battle_fate_1|전쟁의 열기에서 분리됨
str_battle_fate_2|부상을 당했고 죽기위해 내버려짐
str_battle_fate_3|적에 의해 정신을 잃고 쓰러짐
str_battle_fate_4|몸값을 받아서 가지고 있음
str_battle_fate_5|붙잡혔지만 나중에 도망침
str_npc_morale_report|저는 당신이 동료를 선택하는 것은 {s6}이고, 당신의 지휘 방식은 보통 {s7}이며, 일반적인 사건의 상태는 대부분 {s8}입니다.
str_happy|행복함
str_content|만족함
str_concerned|걱정됨
str_not_happy|행복하지 않음
str_miserable|완전히 끔찍함
str_morale_reg1| 사기: {reg1}
str_bar_enthusiastic|                   열광적인
str_bar_content|              만족한
str_bar_weary|          지루한
str_bar_disgruntled|     불만인
str_bar_miserable|  비참한
str_here_plus_space|여기 
str_npc1_intro|안녕하세요 여행자여.
str_npc2_intro|좋은 날입니다. 제가 생각하기엔 당신은 병사가 필요한 것처럼 보이는 군요. 아니면 경호원을 필요로 합니까?
str_npc3_intro|물러 서시오! 나한테 뭘 원하는 겁니까?
str_npc4_intro|좋은 날입니다. 당신은 대장장이의 기술이 필요로합니까?
str_npc5_intro|반갑습니다, 나와 같은 여행자여. 저는 일리페르 경 입니다. 당신은 당신의 부대원들을 훈련시킬 수 있는 사람을 찾고 있습니까?
str_npc6_intro|안녕하시오, {경/부인} 만나서 반갑소.
str_npc7_intro|반갑습니다, 저는 콰이번, 마에스터 콰이번 이라고 합니다. 당신은 당신의 부대원 중 상처를 입거나 병사들을 돌볼 수 있는 사람을 찾고 있습니까?
str_npc8_intro|내게 원하는게 있소?
str_npc9_intro|저기요, 정보를 찾고 있나요? 세상의 모든 걸 아는 것이 제 일 입니다, 그러니 당신이 물어보고 싶은 것이 있으면, 나 민첩한 딕에게 말을 해줘 그러면 당신이 궁금하던 걸 알게 될 것이야.
str_npc10_intro|안녕하시오. 좋은 선원이 필요하신가?
str_npc11_intro|도둑들! 산적들! 저는 이것에 대한 대가때문에 도적놈들의 머리를 가질 것이다!!
str_npc12_intro|안녕하시오. 저는 사람들이 노래하는 유명한 크레이톤 롱보우 경입니다!
str_npc13_intro|당신! 당신은 이때까지 내가 찾던 사람이오! 나에게 다른 술을 가져오시오. 
str_npc14_intro|안녕하시오. 저는 당신이 어떤 의미에서 나와 같은 전사인것을 압니다. 아버산 포두주는 어떻습니까?
str_npc15_intro|안녕하세요 주군이시여. 혹시 젊은 시종를 찾고있습니까?
str_kurleket_intro|...
str_thoros_intro|'를로르'교의 빛의 주님을 찾고있습니까?? 그러면 당신은 우연히 이 가난한 가이드를 만났군요. 저는 미르의 토로스입니다.
str_dacey_intro|안녕하세요, {경/부인}. 원하시는게 있습니까?
str_wunwun_intro|안녕하시오. 저는 당신이 어떤 의미에서 나와 같은 전사인것을 압니다. 아버산 포두주는 어떻습니까?
str_dongo_intro|안녕하세요 주군이시여. 혹시 젊은 시종를 찾고있습니까?
str_son_intro|...
str_daughter_intro|...
str_event_intro|...
str_npc1_intro_response_1|안녕하시오, 누구에 대해서 말하는 것은 저에게 기쁨이 될 것입니다. 
str_npc2_intro_response_1|흠, 어쩌면요.
str_npc3_intro_response_1|진정하시오, 나는 당신에게 해를 끼칠 생각이 없소.
str_npc4_intro_response_1|당신은 매우 말수가 없어 보이는군, 무슨 일이 있습니까?
str_npc5_intro_response_1|당신은 어째서 이 일을 수행 할 수 있다고 생각하는 이유는 무엇입니까?
str_npc6_intro_response_1|안녕하시오 경. 당신의 얼굴은 매우 낯이 익숙하군요. 저희가 구면인가요?
str_npc7_intro_response_1|저는 이전의 마에스터들이 존재한다는 것 조차도 몰랐습니다. 무슨 일이 있으신가요?
str_npc8_intro_response_1|나는 단지 하루 묵어가기 위해 여기 온 이방인일 뿐이오, 믿지 못한다면 내 약속하겠소.
str_npc9_intro_response_1|나는 좋은 병사들을 어디서 구할 수 있는지 알고 싶습니다. 저 좀 도와 주실수 있나요?
str_npc10_intro_response_1|안녕하시오. 당신의 억양을 들어보니 이 지역 출신이 아닌 것 같군요. 당신의 이야기는 무엇입니까?
str_npc11_intro_response_1|무슨 문제라도 있습니까?
str_npc12_intro_response_1|나는 노래를 부르는 사람이 아니라 실력이 있는 사람을 찾고 있습니다. 무슨 이야긴지 알겠소?
str_npc13_intro_response_1|당신은 나를 여관 주인으로 잘못 생각했어요. 신의 힘으로, 당신은 거대합니다!
str_npc14_intro_response_1|즐거움과 함께합니다! 당신의 이름은 먼가요? 저는 {playername} 입니다.
str_npc15_intro_response_1|나는 그럴 수도 있습니다. 당신의 이야기는 무엇입니까?
str_kurleket_intro_response_1|...
str_thoros_intro_response_1|당신이 발론 그레이조이 반란 당시 파이크 공성전때 검에 불을 붙여 선봉으로 돌격해 공을 세운 미르의 토로스입니까? 저는 당신과 같은 유능한 전사를 고용할 수 있습니다. 
str_dacey_intro_response_1|아가씨,  그 갑옷 입은 모습이 얼마나 편안한지 모르겠지만. 이름이 뭔지 물어봐도 될까요?
str_wunwun_intro_response_1|즐거움과 함께합니다! 당신의 이름은 먼가요? 저는 {playername} 입니다.
str_dongo_intro_response_1|나는 그럴 수도 있습니다. 당신의 이야기는 무엇입니까?
str_son_intro_response_1|...
str_daughter_intro_response_1|...
str_event_intro_response_1|...
str_npc1_intro_response_2|죄송하지만, 제가 너무 바빠서 이야기 할 시간이 없습니다.
str_npc2_intro_response_2|아니, 저리 가시오.
str_npc3_intro_response_2|그럼 이만, 저는 할 일이 있어서.
str_npc4_intro_response_2|당신이 문제를 일으킬 거라는 말로 들리고 있소. 그럼 잘 있으시오.
str_npc5_intro_response_2|늙은이, 너는 너 자신에게 못 질을 할 수 있을꺼야.
str_npc6_intro_response_2|의심의 여지가 없습니다. 그럼, 당신에게 행운이 찾아온 것 같다.
str_npc7_intro_response_2|알겠소, 그럼 당신을 귀찮게 하지 않겠소.
str_npc8_intro_response_2|아무 것도 아니오, 당신은 농담이 별로 내키지 않나 보군. 그럼 잘 있으시오.
str_npc9_intro_response_2|Bugger off, rascal.
str_npc10_intro_response_2|Do I look like a captain of a ship?
str_npc11_intro_response_2|I'll be on my way.
str_npc12_intro_response_2|Where's the honour in that?
str_npc13_intro_response_2|Maybe another time.
str_npc14_intro_response_2|I don't drink with common soldiers.
str_npc15_intro_response_2|Not at this time, no.
str_kurleket_intro_response_2|...
str_thoros_intro_response_2|A crazy drunk? I have no time for you.
str_dacey_intro_response_2|Nothing at all.
str_wunwun_intro_response_2|I don't drink with common soldiers.
str_dongo_intro_response_2|Not at this time, no.
str_son_intro_response_2|...
str_daughter_intro_response_2|...
str_event_intro_response_2|...
str_npc1_backstory_a|Well, {ser/madame}, I am Syrio Forel. I am a swordsman trained in the art of the River Dance.
str_npc2_backstory_a|I sell my services to the highest bidder.
str_npc3_backstory_a|I hope not!
str_npc4_backstory_a|Well, actually maybe you could help me.
str_npc5_backstory_a|Probably due to two things - I am a warrior and I have managed to reach old age. Do you know a lot of old warriors? I can only think of Ser Barristan Selmy, Ser Brynden Tully and myself. I believe that fact is convincing enough.
str_npc6_backstory_a|I am Ser Barristan Selmy, some call me Barristan the Bold. I served Robert in Kingsguard and council. Also served with the Kingslayer and others near as bad, who soiled the white cloak I wore.
str_npc7_backstory_a|Well, I studied at the Citadel and was as skilled in the arts of healing as Maester Ebrose. I sought to surpass him though and did something that the archmaesters considered a terrible crime.
str_npc8_backstory_a|Ah. Well, if you must know, I shall tell you.
str_npc9_backstory_a|Soldiers? Why would you need this lot? In fact, I used t' be a soldier once. Dick Crabb's my name, also called Nimble Dick. You must've heard of me. Fought in many battles, won myself so much glory I have to be discreet 'bout it not to draw too much attention.
str_npc10_backstory_a|Story? Xhondo has no story. Xhondo mates on Cinnamon Wind, trades honestly in Jade Sea, Narrow Sea and Summer Sea.
str_npc11_backstory_a|My name is Hibald. I am a travelling merchant and make my bread on the road. My cart has been recently waylaid by a band of deserters. They took everything save my clothes. I would have fought them but I'm no fighter.
str_npc12_backstory_a|They do not make songs of knights of no repute! Why, I fought valiantly in the Siege of Pyke during the Greyjoy Rebellion. I still remember turning Botley castle and Lordsport to ruins before we launched our attack on Pyke.
str_npc13_backstory_a|Of course I AM huge! You cannot cut down whole armies with little arms like yours! Can you even wield a battleaxe? My name is Shagga son of Dolf. I am leader of the Stone Crows of the Mountains of the Moon.
str_npc14_backstory_a|I'm Anguy. Anguy the Archer. You could've heard my name in King's Landing after I won that archery competition during the Tourney of the Hand. Out shot that Kingsguard knight Ser Balon Swann and Jalabhar Xho, some exiled prince.
str_npc15_backstory_a|Very well my lord. I am Podrick of House Payne.
str_kurleket_backstory_a|...
str_thoros_backstory_a|I am good in a scrap, anyone who ever fought me in a tourney can tell you that. While I am a priest of R'hllor my love for the vices of drink, women, and a good fight make certain I'm never too successful in that occupation. However, I still pray and speak the spells of healing taught to me.
