dlga_start:close_window.1|{s3}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.12|Freelancers' Infantry Company ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.13|Desouk Mercenaries ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.14|Ukundu Mercenary Company ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.15|Company of Assassins ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.16|Volheere Company ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.17|Company of Ankars Huntresses ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.18|Company of Order of Faith ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.19|Company of Mosoru ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.20|Adventurer Mercenaries ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.21|Female Mercenary Party ({reg8} aurums)
dlga_highmarshal_hire_foreignmercs_1:close_window|I changed my mind.
dlga_highmarshal_hire_foreignmercs_4:close_window|It is done. The mercenaries will wait outside the castle for your orders.
dlga_highmarshal_forcegather:highmarshal_fgexplanation|Are you sure?
dlga_highmarshal_fgexplanation:highmarshal_task_completed|Yes.
dlga_highmarshal_fgexplanation:close_window|Nevermind.
dlga_highmarshal_task_completed:highmarshal_talk|I will send the orders immediately. Is there anything else you need?
dlga_highmarshal_lord_location:marshal_location_who|Very well. About whom do you wish to hear?
dlga_marshal_location_who:marshal_location_show|{s1}
dlga_marshal_location_who:highmarshal_talk|I have a different request.
dlga_marshal_location_show:highmarshal_talk|{s1}
dlga_highmarshal_num_patrols:highmarshal_patrol_talk2|My reports indicate that of the {reg26} patrols your kingdom can support, there are {reg25} currently active.
dlga_highmarshal_patrol_talk2:close_window|Thank you.
dlga_start:war_party_1|Hail, traveler.
dlga_war_party_1:close_window|Greetings, my lord Torlan.
dlga_war_party_1:war_party_attack|Death to you and your Tolranian allies!
dlga_war_party_attack:close_window|I do not fear death. I will fight for the Kingdom.
dlga_start:close_window.9|You will not live to see another dawn!
dlga_start:war_party_1.1|State your business. You are traveling through the landds of the Drachen.
dlga_war_party_1:close_window.1|I am just traveling by.
dlga_war_party_1:war_party_attack.1|My business? My business is none of your concern. Who do you think you are?
dlga_war_party_attack:close_window.1|How dare you. You will pay for that insult!
dlga_start:close_window.10|Surrender to the Dragon Empire, or die.
dlga_start:war_party_1.2|Good day, Ghareebian.
dlga_war_party_1:close_window.2|Hello. Just passing through.
dlga_war_party_1:war_party_attack.2|Ghareebian? Is that some sort of insult? Die!
dlga_war_party_attack:close_window.2|Stupid westerner ... Ghareebian. You dare attack us?
dlga_start:close_window.11|We shall ride you down with our elephants. Charge!
dlga_start:war_party_1.3|Don't do anything you might regret, stranger.
dlga_war_party_1:close_window.3|I won't. I am just passing by.
dlga_war_party_1:war_party_attack.3|I won't. But you just did. Die!
dlga_war_party_attack:close_window.3|The Old Gods favor us. We will not lose this fight.
dlga_start:close_window.12|For glory, victory, and blood!
dlga_start:war_party_1.4|What is it, human?
dlga_war_party_1:close_window.4|Nothing.
dlga_war_party_1:war_party_attack.4|Die, stupid elf!
dlga_war_party_attack:close_window.4|We are under the protection of Queen Arwen. Your foolish act will not be forgotten.
dlga_start:close_window.13|Human, you shall die.
dlga_start:war_party_1.5|What is it?
dlga_war_party_1:close_window.5|Nothing.
dlga_war_party_1:war_party_attack.5|Die!
dlga_war_party_attack:close_window.5|You have just declared war against our mighty empire by your foolish action. You will regret it.
dlga_start:close_window.14|The Hakkon Empire will make you pay for your crimes. The Inquisition is not light on these affairs.
dlga_start:scouts_talk|I have heard your name, {playername}! Your audacity is at an end! Surrender or die!
dlga_start:scout_talk_a|What is it, my {reg33?Lady:Lord}?
dlga_scout_talk_a:close_window|Nothing. It's good to see an ally around here.
dlga_scout_talk_a:scout_talk_b1|Drop your weapons. You are being arrested for trespassing on my land.
dlga_scout_talk_b1:close_window|What? This is the land of King Torlan, ruler of the sovereignty of Tolrania!
dlga_scouts_talk:close_window|What a fool you are. You dare attack me?
dlga_scouts_talk:close_window.1|Please! Don't kill us! We surrender!
dlga_start:scouts_talk.1|Halt! In the name of the Reich, surrender or die!
dlga_start:scout_talk_a.1|Yes? What is it?
dlga_scout_talk_a:close_window.1|Nothing. I was merely passing by.
dlga_scout_talk_a:scout_talk_b1.1|Surrender or die!
dlga_scout_talk_b1:close_window.1|Betrayal! Men, kill them for the Reich!
dlga_start:scouts_talk.2|We shall make this quick. Your blood will stain the sands of our desert.
dlga_start:scout_talk_a.2|Yes?
dlga_scout_talk_a:close_window.2|Nothing. I was merely passing by.
dlga_scout_talk_a:scout_talk_b1.2|Drop your weapons and come with me. You're trespassing on my land.
dlga_scout_talk_b1:close_window.2|Haha! We shall enjoy killing you.
dlga_start:scouts_talk.3|Well, well! What do we have here? Men, let's kill these trespassers!
dlga_start:scout_talk_a.3|Yes, what do you wish, my {reg33?Lady:Lord}?
dlga_scout_talk_a:close_window.3|Nothing. I was merely passing by.
dlga_scout_talk_a:scout_talk_b1.3|We have you surrounded. Surrender and you may live.
dlga_scout_talk_b1:close_window.3|What madness is this? You'll have to fight us to take us, {reg33?chit:fool}!
dlga_start:scouts_talk.4|May the Queen guide us to victory!
dlga_start:scout_talk_a.4|Yes, what do you wish, my {reg33?Lady:Lord}?
dlga_scout_talk_a:close_window.4|Nothing. I was merely passing by.
dlga_scout_talk_a:scout_talk_b1.4|Elf, you don't belong in this land. I shall eliminate you all!
dlga_scout_talk_b1:close_window.4|You fool. We are under the protection of the Queen, may her wisdom guide us. We will not forget this!
dlga_start:scouts_talk.5|Halt! I have heard your name, {playername}! Your audacity is at an end! Surrender or die!
dlga_start:scout_talk_a.5|Yes, what do you wish, my {reg33?Lady:Lord}?
dlga_scout_talk_a:close_window.5|Nothing. I was merely passing by.
dlga_scout_talk_a:scout_talk_b1.5|Surrender or die!
dlga_scout_talk_b1:close_window.5|By attacking us, you attack the Emperor himself!
dlga_start:patrol_charge|Halt! You shall not run away from us, enemy of the realm! The King has offered a nice price for your head!
dlga_start:patrol_talk_a|Yes, {reg33?ma'am:sir}?
dlga_patrol_talk_a:close_window|Nothing. Watch closely. Enemies are everywhere.
dlga_patrol_talk_a:patrol_talk_b1|You all die here!
dlga_patrol_talk_b1:patrol_talk_b2|What, {reg33?ma'am:sir}?
dlga_patrol_talk_b2:close_window|Apologies. I mistook you for someone else. Farewell.
dlga_patrol_talk_b2:patrol_attack|You're going to die. Here.
dlga_patrol_attack:close_window|Damn you! You will regret your foolish actions!
dlga_patrol_charge:close_window|Die!
dlga_patrol_charge:close_window.1|Don't kill us, we surrender!
dlga_start:patrol_charge.1|Surrender to the justice of the Reich, or die!
dlga_patrol_talk_a:close_window.1|Nothing. Farewell.
dlga_patrol_attack:close_window.1|Damn you! For the Reich and the Kaiser!
dlga_start:patrol_charge.2|We will ride you down!
dlga_patrol_talk_a:close_window.2|Nothing. Farewell.
dlga_patrol_attack:close_window.2|You will have to get past our arrows first!
dlga_start:patrol_charge.3|Either die here on our swords, or surrender and live to see another day. It is custom of we Maccavians to treat our enemies, however barbaric, well.
dlga_patrol_talk_a:close_window.3|Nothing. Farewell.
dlga_patrol_attack:close_window.3|At them, men!
dlga_start:patrol_charge.4|In the name of the Queen, surrender your troops and weapons.
dlga_patrol_talk_a:close_window.4|Nothing. Farewell.
dlga_patrol_attack:close_window.4|Damn you! Charge, Elves!
dlga_start:patrol_charge.5|In the name of the Emperor Hakkon, lay down your arms!
dlga_patrol_talk_a:close_window.5|Nothing. Farewell.
dlga_patrol_attack:close_window.5|Damn you! At {reg33?her:his} throat, men!
dlga_start:patrol_charge.6|In the name of the Emperor Hakkon, lay down your arms!
dlga_start:patrol_talk_a.1|Yes, my {reg33?Queen:King}?
dlga_patrol_talk_a:close_window.6|Nothing. Keep your eyes open.
dlga_start:patrol_talk_a.2|We are watching for the enemy, my {reg33?Queen:King}.
dlga_patrol_talk_a:close_window.7|Good. Keep doing so and keep your eyes open. You never know when the enemy may strike.
dlga_start:scout_talk_a.6|Yes, what do you wish, my {reg33?Lady:Lord}?
dlga_scout_talk_a:close_window.6|Nothing. Continue scouting.
dlga_start:sc_a|My {reg33?Queen:King}, we are at your service!
dlga_sc_a:close_window|Just passing through. Continue on your business.
dlga_start:special_charge|For the Kingdom and the King!
dlga_start:crusaders_talk_a|Hail, friend.
dlga_crusaders_talk_a:close_window|Greetings, my lords. I wish you good fortune on your journey.
dlga_crusaders_talk_a:crusaders_attack|Death to you and your Tolranian allies!
dlga_crusaders_attack:close_window|Death is but an inconvenience for our kind. Yours, however, shall be permanent.
dlga_start:special_charge.1|You will not live to see another dawn!
dlga_start:ivory_talk_a|Greetings.
dlga_ivory_talk_a:close_window|Stranger, welcome to the land of the Reich.
dlga_ivory_talk_a:ivory_attack|Death to you, Drachen scum!
dlga_ivory_attack:close_window|You seek to harm a Drachen Noble? So be it, fool.
dlga_special_charge:close_window|We will fight to the bitter end!
dlga_special_charge:close_window.1|Please, don't attack! We surrender!
dlga_start:special_charge.2|We shall destroy you and grind you into the desert sands.
dlga_start:horde_talk_a|What business have you in the Draharan desert?
dlga_horde_talk_a:close_window|I am but a traveller, noble ally.
dlga_horde_talk_a:horde_attack|My business is to destroy you!
dlga_horde_attack:close_window|We were born in our saddles. You will die in yours.
dlga_start:special_charge.3|We are the Chosen of the New Gods. Mal'Kij will decide your fate, now.
dlga_start:berserkers_talk_a|Greetings. We are the Steel Knights of the New Gods. What business do you have here, friend?
dlga_berserkers_talk_a:close_window|We are just traveling through.
dlga_berserkers_talk_a:berserkers_attack|Your gods are worthless and so is the faction you serve. Die!
dlga_berserkers_attack:close_window|So be it. If you surrender now, you will be well treated, however.
