str_no_string|NO STRING!
str_npc10_backstory_b|I am from Drahara, as I've said, and I have come to these lands to trade. The journey here has not been gentle to me, as the moment we set out from the capital, we were beset by Desert Vultures who quickly took me prisoner. I managed to escape, and was halfway to my destination when some Tolranian Outlaws took me prisoner again and demanded me to hand over all my goods - every single one of them.
str_npc11_backstory_b|I am an Elven Noble, and I can wield the sword better than anyone, while my bow can sing with the winds. Not to mention I can be more then a simple asset to you and your party.
str_npc12_backstory_b|I used to be this land's foremost and best physician. I have healed and tended to four Draharan Emirs, three Hakkonese lords, one Tolranian Duke, and even the Reich Prince himself. Those were my glory days. I made tons of aurum, and people from all nations begged me to heal them. Most of my earnings I gave to the poor of course. You have the look of someone who could benefit from my experience...
str_npc13_backstory_b|I just want to have some bloody honor again. We live as cowards now... When we could have died as true men of Hylr.
str_npc14_backstory_b|I will not tell you a lot about myself. I will keep the story short, unlike other people at taverns, who just love to gossip and blab their information as if they have no privacy at all . Such behavior is disgraceful in the Reich. I am a noble lord, and I am what could be called a pioneer of my nation.
str_npc15_backstory_b|I was sent over the sea from my home continent Nadire to warn the Persinen Kingdoms about the threat posed by the bastard heretic Zann. Our God emperor, Shang Jin, had a bastard child. Rightfully believing it would take away from his everlasting glory he had the child taken far away and disowned.  Twenty-Five cycles later has him launching a campain against his father. Ten cycles later has him fighting a losing war against his Royal Majesties Imperial Army. By this time it is believed that Zann's spies had informed him about the existence of Perisno. He is sending an invasion into Perisno with the intent of retreating from his majesties armies while at the same time conquering Perisno. I was sent here in our fastest boat to warn the Perisnoan kingdoms about the threat posed by posed the Zann Dynasty.
str_npc16_backstory_b|I grew up in the forests of Elintor, as you can see. I have always longed to see the outside world, to serve as a soldier. I got this opportunity one day when we declared war against Tolrania. After fighting in a few battles, I quit being a soldier and went back to the family mansion to train soldiers.
str_npc17_backstory_b|I and my brothers travelled to Perisno 28 years ago from a continent very far from here.  Initially our father was in charge, but he was killed in a battle when our ships were attacked by Hakkon fleet. After that happened, my older brothers swore to avenge his death. When we finally arrived to Perisno, they founded the town of Tumatarhun that became the start of our kingdom.
str_npc1_backstory_c|I would like to join a group that is trustworthy and will not betray me like my Empire did. I am abandoned now, with little money in my pocket and almost nothing left. Can you be such a group?
str_npc2_backstory_c|I want join mercenary!
str_npc3_backstory_c|Now, I am looking to join someone and share my adventures with them.
str_npc4_backstory_c|I want to continue fighting against the king, perhaps following one who will be strong enough. Can you be such a one?
str_npc5_backstory_c|I have grown lost in my search. I need one to help me find my way again.
str_npc6_backstory_c|The Gods have chosen me for their messenger to the world. I would like to start somewhere, and join a mercenary company to preach to them. You cannot refuse, lest you wish to invoke the wrath of the Old Gods.
str_npc7_backstory_c|So I ran away, and here I am, with nothing. I look for someone to hire me so I can join them and see the world.
str_npc8_backstory_c|When I have enough gold to raise an army I shall go back and take what it is mine.
str_npc9_backstory_c|Now, I have nothing. I wish to offer my sword to someone worthy like you. Will you let me join you?
str_npc10_backstory_c|I am now looking for a mercenary company to protect me. I have lost my life's savings.
str_npc11_backstory_c|I am quite young as you can see, and my pretty features hold a lot of secrets. Will you give me a chance?
str_npc12_backstory_c|I may be old now, but far from useless. I can treat your men when they are wounded and treat you as well.
str_npc13_backstory_c|We live as cowards now... When we could have died as true men of Hylr. I don't want to live this life in shame.
str_npc14_backstory_c|So now I look for a mercenary company to join and show my skills to, in the name of the Reich.
str_npc15_backstory_c|You will not regret taking me into battle. I am one of the emperors black warriors and nephew to his glory. A hundred men have died before my nadachi and hundreds more of the bastards men will.
str_npc16_backstory_c|As the youngest child, I have less responsibility and more freedom than my siblings. I wish to see the world, and I need a suitable mercenary escort. Can you recruit me?
str_npc17_backstory_c|We have always been close, but not so long ago we had an argument, for I disagree that we should continue this war against Hakkon. So, unable to persuade my brothers, I just left and have been travelling these lands since that day.
str_npc1_backstory_later|I am down to my last fifteen aurums. I need work now. I am a useful servant.
str_npc2_backstory_later|I need be hired!
str_npc3_backstory_later|I have continued to look for work and adventure on my own, although it will not be long before some bandit catches me and kills me. I need work soon.
str_npc4_backstory_later|I have been hiding from the Tolranian King's soldiers, but it has not been easy. I need someone to recruit me.
str_npc5_backstory_later|I am looking for the secrets ... the secrets of the universe.
str_npc6_backstory_later|I have continued preaching to unworthy souls. I think you are worthy, however.
str_npc7_backstory_later|I have been wandering around, looking for work. Please, let me go with you.
str_npc8_backstory_later|I need to find a leader that I can trust and will not throw me away like my father did. I think you are that such leader.
str_npc9_backstory_later|I still labor for work. I need someone to take me to fight.
str_npc10_backstory_later|I have been trying to make what money I can, but it is hard in this foreign land. I will need someone to show me the way.
str_npc11_backstory_later|I am running low of coin, and I wish to explore a lot more, if only I found the right party to join. You see I will not join just anyone. An Elven Women such as myself needs to be respected for I can be both delicate and deadly.
str_npc12_backstory_later|I have been here and about, tending to the sick and taking what reward I can. But the people of these parts are ignorant, and have little respect for my craft. The few aurums I make are barely enough for me to replenish my stock of medicine. I should be grateful for the chance to find other work.
str_npc13_backstory_later|(If you see this dialog, it is a bug)
str_npc14_backstory_later|I look for a mercenary company to join and show my skills to, in the name of the Reich.
str_npc15_backstory_later|I have been to many new places, and seen many wonders. I have not, however, seen a worthy leader of my sword other than you.
str_npc16_backstory_later|I have been travelling all of the kingdoms of Perisno looking for a finer champion, but there is not one in all the land.
str_npc17_backstory_later|I have been travelling these lands, like before. There are so many beautiful places here!
str_npc1_backstory_response_1|I can be. Your skills may prove useful to me.
str_npc2_backstory_response_1|We'll need a strong Volheere like you in our party. You may join.
str_npc3_backstory_response_1|You could join us.
str_npc4_backstory_response_1|I can be. An extra hand won't hurt.
str_npc5_backstory_response_1|I might be able to offer you something.
str_npc6_backstory_response_1|Join us. You can preach to my men and make their morale high.
str_npc7_backstory_response_1|Hmm... Are you by any chance looking for work?
str_npc8_backstory_response_1|We can speed up the process for you.
str_npc9_backstory_response_1|Perhaps you would like to join my company for a while.
str_npc10_backstory_response_1|Your skills will be useful. You my join us.
str_npc11_backstory_response_1|What will you do now?
str_npc12_backstory_response_1|We will need a healer, but you need to be able to fight as well.
str_npc13_backstory_response_1|We can redeem outselves. Let us find and defeat Aethling Svafar, to avenge Torsson's death and reclaim our honor.
str_npc14_backstory_response_1|I run such a company. You may join us.
str_npc15_backstory_response_1|Bastard heretic, Hmm.
str_npc16_backstory_response_1|I can. Your skills will be valuable.
str_npc17_backstory_response_1|Would you like to join me in my travels?
str_npc1_backstory_response_2|A spy in our camp? No. Good day to you.
str_npc2_backstory_response_2|No, you will scare my men.
str_npc3_backstory_response_2|Go back to your tribe. You will find more use there.
str_npc4_backstory_response_2|Goodbye.
str_npc5_backstory_response_2|You are crazy, I think. Goodbye.
str_npc6_backstory_response_2|You are a fraud and a liar, I think. Go trick someone else.
str_npc7_backstory_response_2|No thanks. Go back to your family.
str_npc8_backstory_response_2|You won't find any help from me.
str_npc9_backstory_response_2|No, I don't think so. Good day.
str_npc10_backstory_response_2|Well, that's life, friend. Goodbye and get over it.
str_npc11_backstory_response_2|Very interesting, but I have work to do.
str_npc12_backstory_response_2|Sorry. I can't take on any new hands.
str_npc13_backstory_response_2|I suppose we must repent.
str_npc14_backstory_response_2|No thanks.
str_npc15_backstory_response_2|You fool, you're speaking nonsense. Begone.
